7.96250054854	9.684640387130001e-39
8.60562879298	4.785424592710001e-39
9.594205037	2.11373092686e-39
11.1487553877	9.640408288420001e-40
13.643711694	4.5400188295e-40
16.9584168897	2.5913071101500003e-40
22.3139118015	1.7925823882200004e-40
32.3962508124	1.3651766981200003e-40
43.9722218881	1.3651766981200003e-40
63.8406722109	1.7084582635700004e-40
103.333913762	2.35379905253e-40
178.90549839	3.867899213780001e-40
345.327277348	7.460422435930002e-40
564.773177725	1.1872787200900001e-39
886.188759056	1.7440169272100003e-39
1867.94600292	3.6444350828700006e-39
4768.81851087	9.841057050500001e-39
20000.	4.1272500000000007e-38
